"ChEMBL ID"	"Name"	"UniProt Accessions"	"Type"	"Organism"	"Compounds"	"Activities"	"Tax ID"	"Species Group Flag"
"CHEMBL6159"	"Ubiquitin carboxyl-terminal hydrolase isozyme L1"	"P09936"	"SINGLE PROTEIN"	"Homo sapiens"	"75"	"114"	"9606"	"False"
"CHEMBL3879851"	"Ras-related protein Ral-B"	"P11234"	"SINGLE PROTEIN"	"Homo sapiens"	"2"	"2"	"9606"	"False"
"CHEMBL5416"	"PITSLRE serine/threonine-protein kinase CDC2L2"	"Q9UQ88"	"SINGLE PROTEIN"	"Homo sapiens"	"278"	"379"	"9606"	"False"
"CHEMBL6058"	"Ectonucleotide pyrophosphatase/phosphodiesterase family member 7"	"Q6UWV6"	"SINGLE PROTEIN"	"Homo sapiens"	"69"	"69"	"9606"	"False"
"CHEMBL2097164"	"CaM kinase II"	"Q13557|Q13555|Q13554|Q9UQM7"	"PROTEIN FAMILY"	"Homo sapiens"	"142"	"149"	"9606"	"False"
"CHEMBL5854"	"Adenylate cyclase type 10"	"Q96PN6"	"SINGLE PROTEIN"	"Homo sapiens"	"56"	"96"	"9606"	"False"
"CHEMBL4888454"	"CDK2/Cyclin C"	"P24941|P24863"	"PROTEIN COMPLEX"	"Homo sapiens"	"1"	"1"	"9606"	"False"
"CHEMBL5812"	"Dynamin-2"	"P50570"	"SINGLE PROTEIN"	"Homo sapiens"	"36"	"62"	"9606"	"False"
"CHEMBL3038454"	"AMPK alpha1/alpha2"	"P54646|Q13131"	"PROTEIN COMPLEX"	"Homo sapiens"	"14"	"14"	"9606"	"False"
"CHEMBL2375206"	"Beta-1,4-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase"	"Q09327"	"SINGLE PROTEIN"	"Homo sapiens"	"24"	"40"	"9606"	"False"
"CHEMBL4674"	"MAP kinase p38 gamma"	"P53778"	"SINGLE PROTEIN"	"Homo sapiens"	"2010"	"2825"	"9606"	"False"
"CHEMBL5316"	"Serine/threonine-protein kinase PCTAIRE-3"	"Q07002"	"SINGLE PROTEIN"	"Homo sapiens"	"285"	"361"	"9606"	"False"
"CHEMBL4014"	"Tyrosine-protein kinase ABL2"	"P42684"	"SINGLE PROTEIN"	"Homo sapiens"	"1141"	"1901"	"9606"	"False"
"CHEMBL2378"	"Dual specificity phosphatase Cdc25C"	"P30307"	"SINGLE PROTEIN"	"Homo sapiens"	"238"	"296"	"9606"	"False"
"CHEMBL2417354"	"Acylglycerol kinase, mitochondrial"	"Q53H12"	"SINGLE PROTEIN"	"Homo sapiens"	"18"	"21"	"9606"	"False"
"CHEMBL3736"	"Angiotensin-converting enzyme 2"	"Q9BYF1"	"SINGLE PROTEIN"	"Homo sapiens"	"199"	"289"	"9606"	"False"
"CHEMBL2354"	"Superoxide dismutase"	"P00441"	"SINGLE PROTEIN"	"Homo sapiens"	"105"	"173"	"9606"	"False"
"CHEMBL3621037"	"RNA demethylase ALKBH5"	"Q6P6C2"	"SINGLE PROTEIN"	"Homo sapiens"	"134"	"182"	"9606"	"False"
"CHEMBL3885504"	"5'-AMP-activated protein kinase catalytic subunit alpha-2/beta-1/gamma-2"	"P54646|Q9UGJ0|Q9Y478"	"PROTEIN COMPLEX"	"Homo sapiens"	"5"	"7"	"9606"	"False"
"CHEMBL6026"	"Dual specificity protein phosphatase 1"	"P28562"	"SINGLE PROTEIN"	"Homo sapiens"	"57"	"81"	"9606"	"False"
"CHEMBL3038500"	"MAST1/MAST2"	"Q9Y2H9|Q6P0Q8"	"PROTEIN FAMILY"	"Homo sapiens"	"6"	"6"	"9606"	"False"
"CHEMBL2645"	"Mast cell carboxypeptidase A"	"P15088"	"SINGLE PROTEIN"	"Homo sapiens"	"9"	"9"	"9606"	"False"
"CHEMBL3308929"	"Double-strand break repair protein MRE11A"	"P49959"	"SINGLE PROTEIN"	"Homo sapiens"	"3"	"10"	"9606"	"False"
"CHEMBL3832633"	"Ribosomal protein S6 kinase"	"P51812|Q9UBS0|O75676|Q15349|O75582|P23443|Q9UK32|Q15418"	"PROTEIN FAMILY"	"Homo sapiens"	"83"	"128"	"9606"	"False"
"CHEMBL3883331"	"Tropomyosin alpha-3 chain/High affinity nerve growth factor receptor"	"P04629|P06753"	"CHIMERIC PROTEIN"	"Homo sapiens"	"2"	"7"	"9606"	"False"
"CHEMBL5483085"	"COP1-AGTL"	"Q96AD5|Q8NHY2"	"PROTEIN-PROTEIN INTERACTION"	"Homo sapiens"	"38"	"38"	"9606"	"False"
"CHEMBL5555"	"Acyl-CoA desaturase"	"O00767"	"SINGLE PROTEIN"	"Homo sapiens"	"772"	"1011"	"9606"	"False"
"CHEMBL5465229"	"VHL/T-cell protein-tyrosine phosphatase"	"P17706|P40337"	"PROTEIN-PROTEIN INTERACTION"	"Homo sapiens"	"13"	"52"	"9606"	"False"
"CHEMBL4105834"	"Ubiquitin-conjugating enzyme E2 C"	"O00762"	"SINGLE PROTEIN"	"Homo sapiens"	"2"	"2"	"9606"	"False"
"CHEMBL2096621"	"Nitric oxide sythases; iNOS & nNOS"	"P29475|P35228"	"SELECTIVITY GROUP"	"Homo sapiens"	"609"	"702"	"9606"	"False"
"CHEMBL4106136"	"DNA-PK/Ku70/Ku85"	"P78527|P12956|P13010"	"PROTEIN COMPLEX"	"Homo sapiens"	"23"	"23"	"9606"	"False"
"CHEMBL3885599"	"LIM domain kinase 1/2"	"P53671|P53667"	"PROTEIN FAMILY"	"Homo sapiens"	"19"	"20"	"9606"	"False"
"CHEMBL2748"	"Sucrase-isomaltase"	"P14410"	"SINGLE PROTEIN"	"Homo sapiens"	"78"	"84"	"9606"	"False"
"CHEMBL5485"	"D-amino-acid oxidase"	"P14920"	"SINGLE PROTEIN"	"Homo sapiens"	"500"	"802"	"9606"	"False"
"CHEMBL2424"	"Glyoxalase I"	"Q04760"	"SINGLE PROTEIN"	"Homo sapiens"	"274"	"402"	"9606"	"False"
"CHEMBL5047"	"Serine/threonine-protein kinase ULK3"	"Q6PHR2"	"SINGLE PROTEIN"	"Homo sapiens"	"675"	"957"	"9606"	"False"
"CHEMBL2728"	"Beta-glucuronidase"	"P08236"	"SINGLE PROTEIN"	"Homo sapiens"	"455"	"539"	"9606"	"False"
"CHEMBL5847"	"Aldo-keto reductase family 1 member C2"	"P52895"	"SINGLE PROTEIN"	"Homo sapiens"	"669"	"778"	"9606"	"False"
"CHEMBL3171"	"Folylpoly-gamma-glutamate synthetase"	"Q05932"	"SINGLE PROTEIN"	"Homo sapiens"	"116"	"250"	"9606"	"False"
"CHEMBL4296165"	"Cereblon/NPM/ALK"	"Q9UM73|P06748|Q96SW2"	"PROTEIN-PROTEIN INTERACTION"	"Homo sapiens"	"19"	"56"	"9606"	"False"
"CHEMBL4630834"	"Alpha N-terminal protein methyltransferase 1B"	"Q5VVY1"	"SINGLE PROTEIN"	"Homo sapiens"	"8"	"8"	"9606"	"False"
"CHEMBL4296125"	"Cereblon/Cyclin-dependent kinase 8"	"P49336|Q96SW2"	"PROTEIN-PROTEIN INTERACTION"	"Homo sapiens"	"5"	"13"	"9606"	"False"
"CHEMBL5365"	"DNA polymerase kappa"	"Q9UBT6"	"SINGLE PROTEIN"	"Homo sapiens"	"7730"	"8653"	"9606"	"False"
"CHEMBL3627581"	"Serine/threonine-protein kinase N3"	"Q6P5Z2"	"SINGLE PROTEIN"	"Homo sapiens"	"163"	"171"	"9606"	"False"
"CHEMBL3730"	"Dihydropteridine reductase"	"P09417"	"SINGLE PROTEIN"	"Homo sapiens"	"26"	"29"	"9606"	"False"
"CHEMBL5169191"	"Lysine-specific demethylase 5D"	"Q9BY66"	"SINGLE PROTEIN"	"Homo sapiens"	"2"	"3"	"9606"	"False"
"CHEMBL4523196"	"Tryptase beta-2"	"P20231"	"SINGLE PROTEIN"	"Homo sapiens"	"17"	"24"	"9606"	"False"
"CHEMBL4986"	"Lysosomal phospholipase A2"	"Q8NCC3"	"SINGLE PROTEIN"	"Homo sapiens"	"3"	"3"	"9606"	"False"
"CHEMBL4295991"	"ADP-ribose glycohydrolase OARD1"	"Q9Y530"	"SINGLE PROTEIN"	"Homo sapiens"	"1"	"2"	"9606"	"False"
"CHEMBL4947"	"Alcohol dehydrogenase, iron containing 1"	"Q8IWW8"	"SINGLE PROTEIN"	"Homo sapiens"	"1"	"1"	"9606"	"False"
"CHEMBL2034803"	"Regulator of G-protein signaling 8"	"P57771"	"SINGLE PROTEIN"	"Homo sapiens"	"42"	"45"	"9606"	"False"
"CHEMBL3885615"	"Phosphatidylinositol 3-kinase regulatory subunit beta/Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit beta isoform"	"P42338|O00459"	"PROTEIN COMPLEX"	"Homo sapiens"	"17"	"17"	"9606"	"False"
"CHEMBL4135"	"Geranylgeranyl transferase type I beta subunit"	"P53609"	"SINGLE PROTEIN"	"Homo sapiens"	"106"	"110"	"9606"	"False"
"CHEMBL4106158"	"AMP-activated protein kinase alpha-2/beta-2/gamma-2"	"P54646|O43741|Q9UGJ0"	"PROTEIN COMPLEX"	"Homo sapiens"	"13"	"14"	"9606"	"False"
"CHEMBL5462"	"Baculoviral IAP repeat-containing protein 2"	"Q13490"	"SINGLE PROTEIN"	"Homo sapiens"	"776"	"1037"	"9606"	"False"
"CHEMBL4888443"	"Cyclin-dependent kinase 3/Cyclin-C"	"Q00526|P24863"	"PROTEIN COMPLEX"	"Homo sapiens"	"4"	"5"	"9606"	"False"
"CHEMBL4295947"	"Ketosamine-3-kinase"	"Q9HA64"	"SINGLE PROTEIN"	"Homo sapiens"	"1"	"1"	"9606"	"False"
"CHEMBL5925"	"Ectonucleotide pyrophosphatase/phosphodiesterase family member 1"	"P22413"	"SINGLE PROTEIN"	"Homo sapiens"	"383"	"711"	"9606"	"False"
"CHEMBL5465546"	"E3 ubiquitin-protein ligase RNF31"	"Q96EP0"	"SINGLE PROTEIN"	"Homo sapiens"	"1"	"1"	"9606"	"False"
"CHEMBL1075167"	"Homeodomain-interacting protein kinase 4"	"Q8NE63"	"SINGLE PROTEIN"	"Homo sapiens"	"1299"	"1754"	"9606"	"False"
"CHEMBL2127"	"Hepatic lipase"	"P11150"	"SINGLE PROTEIN"	"Homo sapiens"	"428"	"436"	"9606"	"False"
"CHEMBL4295717"	"Protein disulfide-isomerase A4"	"P13667"	"SINGLE PROTEIN"	"Homo sapiens"	"9"	"14"	"9606"	"False"
"CHEMBL4105818"	"Long-chain-fatty-acid--CoA ligase 5"	"Q9ULC5"	"SINGLE PROTEIN"	"Homo sapiens"	"181"	"181"	"9606"	"False"
"CHEMBL4296017"	"GMP reductase 2"	"Q9P2T1"	"SINGLE PROTEIN"	"Homo sapiens"	"49"	"49"	"9606"	"False"
"CHEMBL4003"	"Histidase"	"P42357"	"SINGLE PROTEIN"	"Homo sapiens"	"2"	"20"	"9606"	"False"
"CHEMBL1075163"	"Serine/threonine-protein kinase haspin"	"Q8TF76"	"SINGLE PROTEIN"	"Homo sapiens"	"682"	"960"	"9606"	"False"
"CHEMBL5654"	"Myosin-IIIB"	"Q8WXR4"	"SINGLE PROTEIN"	"Homo sapiens"	"280"	"340"	"9606"	"False"
"CHEMBL2826"	"Subtilisin/kexin type 5"	"Q92824"	"SINGLE PROTEIN"	"Homo sapiens"	"16"	"16"	"9606"	"False"
"CHEMBL4523154"	"Carboxypeptidase D"	"O75976"	"SINGLE PROTEIN"	"Homo sapiens"	"11"	"11"	"9606"	"False"
"CHEMBL4941"	"S-methyl-5-thioadenosine phosphorylase"	"Q13126"	"SINGLE PROTEIN"	"Homo sapiens"	"122"	"233"	"9606"	"False"
"CHEMBL3900"	"Leukocyte proteinase 3"	"P24158"	"SINGLE PROTEIN"	"Homo sapiens"	"172"	"202"	"9606"	"False"
"CHEMBL5465370"	"Hyaluronan-binding protein 2"	"Q14520"	"SINGLE PROTEIN"	"Homo sapiens"	"1"	"1"	"9606"	"False"
"CHEMBL1764941"	"Dual specificity protein phosphatase 14"	"O95147"	"SINGLE PROTEIN"	"Homo sapiens"	"1"	"1"	"9606"	"False"
"CHEMBL4112"	"Retina-specific amine oxidase, copper containing"	"O75106"	"SINGLE PROTEIN"	"Homo sapiens"	"18"	"42"	"9606"	"False"
"CHEMBL1772927"	"Serine hydroxymethyltransferase, cytosolic"	"P34896"	"SINGLE PROTEIN"	"Homo sapiens"	"19"	"23"	"9606"	"False"
"CHEMBL6111"	"Protein-arginine deiminase type-4"	"Q9UM07"	"SINGLE PROTEIN"	"Homo sapiens"	"199"	"335"	"9606"	"False"
"CHEMBL4296662"	"mTOR/FKBP12A/FKBP12B"	"P62942|P68106|P42345"	"PROTEIN COMPLEX"	"Homo sapiens"	"13"	"18"	"9606"	"False"
"CHEMBL6144"	"G protein-coupled receptor kinase 6"	"P43250"	"SINGLE PROTEIN"	"Homo sapiens"	"986"	"1554"	"9606"	"False"
"CHEMBL1743183"	"Leukotriene C4 synthase"	"Q16873"	"SINGLE PROTEIN"	"Homo sapiens"	"161"	"205"	"9606"	"False"
"CHEMBL5426"	"Myosin light chain kinase family member 4"	"Q86YV6"	"SINGLE PROTEIN"	"Homo sapiens"	"285"	"347"	"9606"	"False"
"CHEMBL2777"	"myosin light chain kinase 2"	"Q9H1R3"	"SINGLE PROTEIN"	"Homo sapiens"	"361"	"456"	"9606"	"False"
"CHEMBL3521"	"Receptor-type tyrosine-protein phosphatase F (LAR)"	"P10586"	"SINGLE PROTEIN"	"Homo sapiens"	"639"	"726"	"9606"	"False"
"CHEMBL5912"	"Serine/threonine-protein kinase 32B"	"Q9NY57"	"SINGLE PROTEIN"	"Homo sapiens"	"306"	"360"	"9606"	"False"
"CHEMBL4295903"	"Lysophosphatidylcholine acyltransferase 1"	"Q8NF37"	"SINGLE PROTEIN"	"Homo sapiens"	"1"	"1"	"9606"	"False"
"CHEMBL5169074"	"VHL/SGK3"	"Q96BR1|P40337"	"PROTEIN-PROTEIN INTERACTION"	"Homo sapiens"	"2"	"3"	"9606"	"False"
"CHEMBL3038477"	"Casein kinase II alpha/beta"	"P67870|P68400"	"PROTEIN COMPLEX"	"Homo sapiens"	"1364"	"1506"	"9606"	"False"
"CHEMBL6048"	"Cytochrome P450, family 4, subfamily X, polypeptide 1, isoform CRA_c"	"Q8N118"	"SINGLE PROTEIN"	"Homo sapiens"	"1"	"1"	"9606"	"False"
"CHEMBL4983"	"Transketolase"	"P29401"	"SINGLE PROTEIN"	"Homo sapiens"	"67"	"108"	"9606"	"False"
"CHEMBL5993"	"25-hydroxyvitamin D-1 alpha hydroxylase, mitochondrial"	"O15528"	"SINGLE PROTEIN"	"Homo sapiens"	"11"	"12"	"9606"	"False"
"CHEMBL1293314"	"Ubiquitin carboxyl-terminal hydrolase BAP1"	"Q92560"	"SINGLE PROTEIN"	"Homo sapiens"	"48"	"48"	"9606"	"False"
"CHEMBL3092"	"Cathepsin E"	"P14091"	"SINGLE PROTEIN"	"Homo sapiens"	"151"	"189"	"9606"	"False"
"CHEMBL3108655"	"Serine/threonine-protein kinase Nek10"	"Q6ZWH5"	"SINGLE PROTEIN"	"Homo sapiens"	"181"	"185"	"9606"	"False"
"CHEMBL4852"	"Mitogen-activated protein kinase kinase kinase kinase 5"	"Q9Y4K4"	"SINGLE PROTEIN"	"Homo sapiens"	"1349"	"1581"	"9606"	"False"
"CHEMBL4888447"	"E3 ubiquitin-protein ligase XIAP/Receptor-interacting serine/threonine-protein kinase 2"	"P98170|O43353"	"PROTEIN-PROTEIN INTERACTION"	"Homo sapiens"	"21"	"23"	"9606"	"False"
"CHEMBL3509589"	"Cytochrome P450 4F12"	"Q9HCS2"	"SINGLE PROTEIN"	"Homo sapiens"	"16"	"23"	"9606"	"False"
"CHEMBL4295852"	"5'-nucleotidase domain-containing protein 1"	"Q5TFE4"	"SINGLE PROTEIN"	"Homo sapiens"	"3"	"12"	"9606"	"False"
"CHEMBL4940"	"L-lactate dehydrogenase B chain"	"P07195"	"SINGLE PROTEIN"	"Homo sapiens"	"376"	"465"	"9606"	"False"
"CHEMBL3337330"	"Serine/threonine-protein kinase PINK1, mitochondrial"	"Q9BXM7"	"SINGLE PROTEIN"	"Homo sapiens"	"29"	"46"	"9606"	"False"
"CHEMBL1743297"	"Sulfotransferase family cytosolic 2B member 1"	"O00204"	"SINGLE PROTEIN"	"Homo sapiens"	"3"	"4"	"9606"	"False"
"CHEMBL3286078"	"Bone morphogenetic protein 6"	"P22004"	"SINGLE PROTEIN"	"Homo sapiens"	"3"	"3"	"9606"	"False"
"CHEMBL5483090"	"cIAP1-alpha-Synuclein"	"Q13490|P37840"	"PROTEIN-PROTEIN INTERACTION"	"Homo sapiens"	"2"	"2"	"9606"	"False"
"CHEMBL5291585"	"Ceramide synthase 5"	"Q8N5B7"	"SINGLE PROTEIN"	"Homo sapiens"	"1"	"1"	"9606"	"False"
"CHEMBL2558"	"Death-associated protein kinase 1"	"P53355"	"SINGLE PROTEIN"	"Homo sapiens"	"1050"	"1717"	"9606"	"False"
"CHEMBL4938"	"Adenylate kinase 2"	"P54819"	"SINGLE PROTEIN"	"Homo sapiens"	"252"	"264"	"9606"	"False"
"CHEMBL5938"	"Serine/threonine-protein kinase PLK2"	"Q9NYY3"	"SINGLE PROTEIN"	"Homo sapiens"	"814"	"1066"	"9606"	"False"
"CHEMBL4551"	"Trypsin III"	"P35030"	"SINGLE PROTEIN"	"Homo sapiens"	"36"	"45"	"9606"	"False"
"CHEMBL4523264"	"Endonuclease III-like protein 1"	"P78549"	"SINGLE PROTEIN"	"Homo sapiens"	"20"	"51"	"9606"	"False"
"CHEMBL3782"	"Xaa-Pro aminopeptidase 1"	"Q9NQW7"	"SINGLE PROTEIN"	"Homo sapiens"	"110"	"143"	"9606"	"False"
"CHEMBL3317333"	"Ubiquitin-like domain-containing CTD phosphatase 1"	"Q8WVY7"	"SINGLE PROTEIN"	"Homo sapiens"	"10"	"13"	"9606"	"False"
"CHEMBL5554"	"Phosphatidylinositol-4-phosphate 3-kinase C2 domain-containing beta polypeptide"	"O00750"	"SINGLE PROTEIN"	"Homo sapiens"	"409"	"484"	"9606"	"False"
"CHEMBL4229"	"Hydroxyacid oxidase 1"	"Q9UJM8"	"SINGLE PROTEIN"	"Homo sapiens"	"70"	"99"	"9606"	"False"
"CHEMBL2189134"	"Alpha/beta hydrolase domain-containing protein 11"	"Q8NFV4"	"SINGLE PROTEIN"	"Homo sapiens"	"4"	"4"	"9606"	"False"
"CHEMBL4528"	"Hyaluronidase-1"	"Q12794"	"SINGLE PROTEIN"	"Homo sapiens"	"8"	"8"	"9606"	"False"
"CHEMBL1743184"	"Microsomal glutathione S-transferase 1"	"P10620"	"SINGLE PROTEIN"	"Homo sapiens"	"3"	"3"	"9606"	"False"
"CHEMBL4425"	"Phosphodiesterase 1B"	"Q01064"	"SINGLE PROTEIN"	"Homo sapiens"	"170"	"179"	"9606"	"False"
"CHEMBL4296065"	"Cyclin-dependent kinase 1/ G1/S-specific cyclin-D3"	"P06493|P30281"	"PROTEIN COMPLEX"	"Homo sapiens"	"24"	"24"	"9606"	"False"
"CHEMBL4105775"	"Meprin A subunit alpha"	"Q16819"	"SINGLE PROTEIN"	"Homo sapiens"	"9"	"11"	"9606"	"False"
"CHEMBL4105879"	"Meprin A subunit beta"	"Q16820"	"SINGLE PROTEIN"	"Homo sapiens"	"90"	"94"	"9606"	"False"
"CHEMBL1949488"	"Scavenger mRNA-decapping enzyme DcpS"	"Q96C86"	"SINGLE PROTEIN"	"Homo sapiens"	"79"	"115"	"9606"	"False"
"CHEMBL4105806"	"Probable leucine--tRNA ligase, mitochondrial"	"Q15031"	"SINGLE PROTEIN"	"Homo sapiens"	"8"	"8"	"9606"	"False"
"CHEMBL3883328"	"Casein kinase II alpha'/ beta"	"P67870|P19784"	"PROTEIN COMPLEX"	"Homo sapiens"	"91"	"97"	"9606"	"False"
"CHEMBL5169121"	"Alanine--glyoxylate aminotransferase"	"P21549"	"SINGLE PROTEIN"	"Homo sapiens"	"21"	"131"	"9606"	"False"
"CHEMBL4739862"	"Interferon-induced helicase C domain-containing protein 1"	"Q9BYX4"	"SINGLE PROTEIN"	"Homo sapiens"	"1"	"1"	"9606"	"False"
"CHEMBL5465363"	"N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase 2"	"Q9NY97"	"SINGLE PROTEIN"	"Homo sapiens"	"42"	"42"	"9606"	"False"
"CHEMBL1795150"	"Adenosine deaminase-like protein"	"Q6DHV7"	"SINGLE PROTEIN"	"Homo sapiens"	"37"	"61"	"9606"	"False"
"CHEMBL4296147"	"von Hippel-Lindau disease tumor suppressor/Serine/threonine-protein kinase TBK1"	"Q9UHD2|P40337"	"PROTEIN-PROTEIN INTERACTION"	"Homo sapiens"	"34"	"77"	"9606"	"False"
"CHEMBL5465352"	"Neurolysin, mitochondrial"	"Q9BYT8"	"SINGLE PROTEIN"	"Homo sapiens"	"25"	"47"	"9606"	"False"
"CHEMBL6121"	"Disintegrin and metalloproteinase domain-containing protein 33"	"Q9BZ11"	"SINGLE PROTEIN"	"Homo sapiens"	"12"	"14"	"9606"	"False"
"CHEMBL2111336"	"VEGF-receptor 2 and tyrosine-protein kinase SRC"	"P12931|P35968"	"SELECTIVITY GROUP"	"Homo sapiens"	"25"	"25"	"9606"	"False"
"CHEMBL2321621"	"Ubiquitin-like modifier-activating enzyme ATG7"	"O95352"	"SINGLE PROTEIN"	"Homo sapiens"	"233"	"562"	"9606"	"False"
"CHEMBL4239"	"Oligosaccharyl transferase 48 kDa subunit"	"P39656"	"SINGLE PROTEIN"	"Homo sapiens"	"13"	"13"	"9606"	"False"
"CHEMBL5169081"	"CRBN/AKT1"	"P31749|Q96SW2"	"PROTEIN-PROTEIN INTERACTION"	"Homo sapiens"	"27"	"28"	"9606"	"False"
"CHEMBL4105816"	"Acyl-CoA dehydrogenase family member 10"	"Q6JQN1"	"SINGLE PROTEIN"	"Homo sapiens"	"218"	"219"	"9606"	"False"
"CHEMBL2146297"	"DNA repair and recombination protein RAD54-like"	"Q92698"	"SINGLE PROTEIN"	"Homo sapiens"	"409"	"409"	"9606"	"False"
"CHEMBL3834"	"Tyrosine-protein kinase BMX"	"P51813"	"SINGLE PROTEIN"	"Homo sapiens"	"1230"	"2060"	"9606"	"False"
"CHEMBL3391"	"Threonyl-tRNA synthetase"	"P26639"	"SINGLE PROTEIN"	"Homo sapiens"	"32"	"91"	"9606"	"False"
"CHEMBL5940"	"Serine/threonine-protein kinase MARK1"	"Q9P0L2"	"SINGLE PROTEIN"	"Homo sapiens"	"1033"	"1679"	"9606"	"False"
"CHEMBL1795103"	"Matrix metalloproteinase-25"	"Q9NPA2"	"SINGLE PROTEIN"	"Homo sapiens"	"11"	"11"	"9606"	"False"
"CHEMBL4523295"	"Glycine N-methyltransferase"	"Q14749"	"SINGLE PROTEIN"	"Homo sapiens"	"42"	"70"	"9606"	"False"
"CHEMBL5169065"	"VHL/HMGCR"	"P04035|P40337"	"PROTEIN-PROTEIN INTERACTION"	"Homo sapiens"	"3"	"5"	"9606"	"False"
"CHEMBL4105911"	"Ubiquitin-conjugating enzyme E2 D3"	"P61077"	"SINGLE PROTEIN"	"Homo sapiens"	"71"	"121"	"9606"	"False"
"CHEMBL5878"	"Histidine triad nucleotide-binding protein 1"	"P49773"	"SINGLE PROTEIN"	"Homo sapiens"	"58"	"104"	"9606"	"False"
"CHEMBL4640"	"Phosphodiesterase 8A"	"O60658"	"SINGLE PROTEIN"	"Homo sapiens"	"229"	"266"	"9606"	"False"
"CHEMBL3981"	"Serine/threonine-protein kinase 10"	"O94804"	"SINGLE PROTEIN"	"Homo sapiens"	"1352"	"2188"	"9606"	"False"
"CHEMBL5432"	"Mitogen-activated protein kinase kinase kinase kinase 3"	"Q8IVH8"	"SINGLE PROTEIN"	"Homo sapiens"	"568"	"720"	"9606"	"False"
"CHEMBL5044"	"Serine/threonine-protein kinase Nek5"	"Q6P3R8"	"SINGLE PROTEIN"	"Homo sapiens"	"314"	"375"	"9606"	"False"
"CHEMBL4226"	"Dual specificity protein kinase CLK3"	"P49761"	"SINGLE PROTEIN"	"Homo sapiens"	"2167"	"3020"	"9606"	"False"
"CHEMBL2518"	"AICAR transformylase"	"P31939"	"SINGLE PROTEIN"	"Homo sapiens"	"206"	"259"	"9606"	"False"
"CHEMBL4523135"	"Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase 2"	"O43314"	"SINGLE PROTEIN"	"Homo sapiens"	"2"	"4"	"9606"	"False"
"CHEMBL5169093"	"Immunity-related GTPase family M protein"	"A1A4Y4"	"SINGLE PROTEIN"	"Homo sapiens"	"1"	"3"	"9606"	"False"
"CHEMBL2783"	"Cyclin-dependent kinase 5 regulatory subunit 1"	"Q15078"	"SINGLE PROTEIN"	"Homo sapiens"	"7"	"7"	"9606"	"False"
"CHEMBL4802030"	"Baculoviral IAP repeat-containing protein 2/Prostaglandin E synthase"	"Q13490|O14684"	"PROTEIN-PROTEIN INTERACTION"	"Homo sapiens"	"1"	"1"	"9606"	"False"
"CHEMBL4523602"	"Centrosomal protein 43/RET"	"P07949|O95684"	"CHIMERIC PROTEIN"	"Homo sapiens"	"1"	"2"	"9606"	"False"
"CHEMBL4106141"	"Aurora-C/INCENP"	"Q9UQB9|Q9NQS7"	"PROTEIN COMPLEX"	"Homo sapiens"	"5"	"6"	"9606"	"False"
"CHEMBL2239"	"Carbohydrate (N-acetylglucosamine 6-O) sulfotransferase 4"	"Q8NCG5"	"SINGLE PROTEIN"	"Homo sapiens"	"2"	"4"	"9606"	"False"
"CHEMBL4523234"	"Granzyme M"	"P51124"	"SINGLE PROTEIN"	"Homo sapiens"	"2"	"2"	"9606"	"False"
"CHEMBL5291689"	"VHL/PDE6D"	"O43924|P40337"	"PROTEIN-PROTEIN INTERACTION"	"Homo sapiens"	"1"	"1"	"9606"	"False"
"CHEMBL5214855"	"Histone-lysine N-methyltransferase PRDM16"	"Q9HAZ2"	"SINGLE PROTEIN"	"Homo sapiens"	"1"	"1"	"9606"	"False"
"CHEMBL1944495"	"Proteasome subunit beta type-9"	"P28065"	"SINGLE PROTEIN"	"Homo sapiens"	"196"	"310"	"9606"	"False"
"CHEMBL4523666"	"TEL/AXL"	"P30530|P41212"	"CHIMERIC PROTEIN"	"Homo sapiens"	"11"	"11"	"9606"	"False"
"CHEMBL5291553"	"Ceramide synthase 2"	"Q96G23"	"SINGLE PROTEIN"	"Homo sapiens"	"2"	"3"	"9606"	"False"
"CHEMBL6002"	"Cell division cycle 2-like protein kinase 6"	"Q9BWU1"	"SINGLE PROTEIN"	"Homo sapiens"	"484"	"563"	"9606"	"False"
"CHEMBL3284"	"Alcohol dehydrogenase beta chain"	"P00325"	"SINGLE PROTEIN"	"Homo sapiens"	"24"	"24"	"9606"	"False"
"CHEMBL5169131"	"Alpha-L-iduronidase"	"P35475"	"SINGLE PROTEIN"	"Homo sapiens"	"15"	"29"	"9606"	"False"
"CHEMBL2097161"	"Phosphodiesterase, PDE1/PDE5"	"O76074|P54750|Q01064|Q14123"	"PROTEIN FAMILY"	"Homo sapiens"	"93"	"107"	"9606"	"False"
"CHEMBL5575"	"Lysyl-tRNA synthetase"	"Q15046"	"SINGLE PROTEIN"	"Homo sapiens"	"166"	"184"	"9606"	"False"
"CHEMBL4612"	"Glutamine synthetase"	"P15104"	"SINGLE PROTEIN"	"Homo sapiens"	"34"	"118"	"9606"	"False"
"CHEMBL4521"	"Cytochrome P450 24A1"	"Q07973"	"SINGLE PROTEIN"	"Homo sapiens"	"99"	"166"	"9606"	"False"
"CHEMBL4376"	"Dual-specificity tyrosine-phosphorylation regulated kinase 2"	"Q92630"	"SINGLE PROTEIN"	"Homo sapiens"	"1730"	"2460"	"9606"	"False"
